"","PLOT_ID","specie","G_sp","N_sp","sp_1","sp_2","sp_3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","X","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","INVENTORY_ID","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN2","Anyo_IFN2","EXEC_TIME"
"14828","27_2801","26",311025.888888889,2079.6245897341,26,NA,NA,311025.888888889,NA,NA,2079.6245897341,NA,NA,27505.5109427927,20407.2004808941,31.1025888888889,2079.6245897341,0,1018.59163578813,668.45076098596,350.14087480217,42.4413181578388,0,0,0,0,13.2261904761905,9.81292517006803,13.7994207706498,13.0833333333333,2118,27,2801,NA,900902,NA,NA,NA,NA,NA,"S",901502,NA,189,1,"0189J07","637","4705",87,50,"3","3","0","0","04",4,4,5,9,1,"90",60,26,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,30,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,3,3,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"G412",279,387,"8.50","4.00","IFN2",30,50,26,"19900902",1990,8
"14829","27_2802","26",371566.6875,1863.88122243175,26,NA,NA,371566.6875,NA,NA,1863.88122243175,NA,NA,28260.7895671765,21576.1051184913,37.15666875,1863.88122243175,0,509.295817894065,827.605704077856,413.802852038928,84.8826363156775,28.2942121052258,0,0,0,15.1623339658444,11.5759013282732,15.9317810087277,13.3125,2119,27,2802,NA,901002,NA,NA,NA,NA,NA,"S",901502,NA,189,1,"0189J07","638","4705",87,50,"3","3","0","0","05",5,3,4,9,1,"90",80,26,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,30,NA,NA,NA,NA,NA,NA,NA,NA,26,68,NA,NA,NA,NA,NA,2,6,"G","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"01",169,NA,"5.25",NA,"IFN2",30,50,26,"19901002",1990,8
"14831","27_2804","26",193443.541666667,820.532151051549,26,NA,NA,193443.541666667,NA,NA,820.532151051549,NA,NA,13893.1654989685,7938.29488377242,19.3443541666667,820.532151051549,0,127.323954473516,350.14087480217,286.478897565412,56.5884242104517,0,0,0,0,16.9318965517241,9.67456896551724,17.3254440904421,10.4264705882353,2121,27,2804,NA,901002,NA,NA,NA,NA,NA,"S",901502,NA,189,1,"0189J08","641","4705",87,50,"3","3","0","0","06",6,4,5,9,1,"90",40,26,0,9,4,3,NA,28,NA,1,NA,1,NA,NA,NA,NA,NA,NA,26,1,2,20,28,1,2,5,NA,NA,NA,NA,26,28,NA,NA,NA,NA,NA,1,3,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"01",287,NA,"7.25",NA,"IFN2",20,50,26,"19901002",1990,8
"14833","27_2814","26",321197.152777778,1892.17543453698,26,NA,NA,321197.152777778,NA,NA,1892.17543453698,NA,NA,27097.0132555235,22472.6779645756,32.1197152777778,1892.17543453698,0,668.45076098596,923.098669932993,286.478897565412,14.1471060526129,0,0,0,0,14.3205607476636,11.8766355140187,14.701451069585,12.9193548387097,2130,27,2814,NA,901002,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189J06","635","4704",87,50,"5","5","0","0","06",6,4,5,9,1,"00",80,26,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,22,NA,NA,NA,NA,NA,NA,NA,NA,26,68,72,NA,NA,NA,NA,2,10,"G","20",NA,NA,NA,"1",1,1,NA,0,NA,2,0,NA,NA,"P414",137,NA,"10.00",NA,"IFN2",22,50,26,"19901002",1990,8
"14834","27_2825","26",240413.25,1432.39448782706,26,NA,NA,240413.25,NA,NA,1432.39448782706,NA,NA,20499.1566702361,15183.3815709668,24.041325,1432.39448782706,0,381.971863420549,795.774715459477,254.647908947033,0,0,0,0,0,14.3111111111111,10.6,14.6185042554519,11.375,2141,27,2825,NA,900902,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189J06","634","4703",87,47,"7","7","0","0","08",8,3,4,9,1,"00",80,26,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,26,68,NA,NA,NA,NA,NA,2,10,"G","20",NA,NA,NA,"1",1,1,NA,0,NA,4,0,NA,NA,"01",25,NA,"4.50",NA,"IFN2",15,47,26,"19900902",1990,8
"14839","27_2828","26",53651.9375,604.788783749202,26,NA,NA,53651.9375,NA,NA,604.788783749202,NA,NA,6335.95828448835,4010.70456591576,5.36519375,604.788783749202,0,509.295817894065,95.4929658551372,0,0,0,0,0,0,10.4763157894737,6.63157894736842,10.6278618436834,7.14285714285714,2144,27,2828,NA,900902,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189J07","637","4703",87,50,"3","3","0","0","05",5,3,5,9,1,"90",30,26,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,2,3,"W","19",NA,NA,NA,"1",1,1,NA,0,2,4,0,NA,NA,"01",300,NA,"9.25",NA,"IFN2",12,50,26,"19900902",1990,8
"14840","27_2837","26",33527.4722222222,60.1252007236049,26,28,NA,33527.4722222222,11717,NA,60.1252007236049,63.6619772367581,NA,2487.06124404935,1213.11434401156,4.52444722222222,123.787177960363,0,0,63.6619772367581,31.8309886183791,14.1471060526129,0,0,14.1471060526129,0,20.0914285714286,9.8,21.5724758496959,9.8,2153,27,2837,NA,900902,NA,NA,NA,NA,NA,"S",901502,NA,189,1,"0189J04","630","4702",87,31,"7","7","0","0","03",3,3,5,9,1,"70",30,26,0,8,3,3,NA,28,NA,2,NA,3,NA,NA,NA,NA,NA,NA,26,1,2,20,28,1,2,20,NA,NA,NA,NA,26,28,68,NA,NA,NA,NA,2,4,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"01",317,NA,"12.75",NA,"IFN2",20,31,26,"19900902",1990,8
"14844","27_2857","26",62767.25,1050.42262440651,26,NA,NA,62767.25,NA,NA,1050.42262440651,NA,NA,9075.01485509987,4106.1975317709,6.276725,1050.42262440651,127.323954473516,891.267681314614,31.8309886183791,0,0,0,0,0,0,8.63939393939394,3.90909090909091,8.72247184870866,3.8,2172,27,2857,NA,901202,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189K08","639","4700",87,52,"3","3","0","0","07",7,5,5,9,1,"70",40,26,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,26,57,21,NA,NA,NA,NA,2,3,"W","18",NA,NA,NA,"1",1,1,NA,0,NA,0,9,NA,NA,"01",310,NA,"09.50",NA,"IFN2",10,52,26,"19901202",1990,8
"14845","27_286","26",164214.847222222,799.31149197263,26,61,NA,164214.847222222,6123.0625,NA,799.31149197263,31.8309886183791,NA,12766.1716630522,8357.40290058108,17.0337909722222,831.142480591009,0,381.971863420549,127.323954473516,222.816920328653,84.8826363156775,14.1471060526129,0,0,0,15.3597872340426,10.0553191489362,16.1537358171744,12.7837837837838,2404,27,286,NA,892212,NA,NA,NA,NA,NA,"S",900903,NA,9,1,"0009K07","635","4830",87,19,"6","6","0","0","01",1,3,3,9,1,"90",40,26,8,6,4,3,61,61,2,4,4,3,NA,NA,NA,NA,NA,NA,26,3,1,NA,61,3,6,NA,NA,NA,NA,NA,26,61,72,41,NA,NA,NA,1,4,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"M204",151,NA,"3.00",NA,"IFN2",1,19,26,"19892212",1989,9
"14847","27_2866","26",19893.5,381.971863420549,26,NA,NA,19893.5,NA,NA,381.971863420549,NA,NA,3106.7044891538,1591.54943091895,1.98935,381.971863420549,0,381.971863420549,0,0,0,0,0,0,0,8.13333333333333,4.16666666666667,8.14319757016042,4.5,2181,27,2866,NA,901202,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189K08","640","4699",87,52,"3","3","0","0","10",10,4,3,9,1,"70",40,26,0,9,3,2,NA,21,NA,1,NA,2,NA,NA,NA,NA,NA,NA,26,2,1,10,21,2,1,10,NA,NA,NA,NA,26,21,73,57,NA,NA,NA,2,6,"G","20",NA,NA,NA,"1",1,2,NA,0,NA,4,0,NA,NA,"01",135,NA,"03.00",NA,"IFN2",10,52,26,"19901202",1990,8
"14849","27_2877","26",191664.25,1241.40855611678,26,28,NA,191664.25,20652.25,NA,1241.40855611678,254.647908947033,NA,19149.5227528168,13989.7194977776,21.23165,1496.05646506382,0,763.943726841098,477.464829275686,254.647908947033,0,0,0,0,0,12.8,9.35106382978723,13.4422800750848,11.5,2190,27,2877,NA,901202,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189L10","648","4696",87,50,"3","3","0","0","05",5,3,4,9,1,"60",70,26,0,9,3,3,NA,28,NA,1,NA,2,NA,NA,NA,NA,NA,NA,26,1,2,25,28,1,2,25,NA,NA,NA,NA,26,28,NA,NA,NA,NA,NA,3,4,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"01",268,NA,"6.00",NA,"IFN2",25,50,26,"19901202",1990,8
"14853","27_2884","26",204735.659722222,894.804457827767,26,NA,NA,204735.659722222,NA,NA,894.804457827767,NA,NA,14632.5286290432,9370.68937159948,20.4735659722222,894.804457827767,0,254.647908947033,286.478897565412,254.647908947033,84.8826363156775,14.1471060526129,0,0,0,16.352766798419,10.4723320158103,17.0682005020871,14.2027027027027,2197,27,2884,NA,901202,NA,NA,NA,NA,NA,"S",901402,NA,189,1,"0189L10","646","4693",87,50,"6","6","0","0","02",2,3,5,9,1,"60",60,26,0,5,3,4,NA,26,NA,5,NA,3,NA,NA,NA,NA,NA,NA,26,2,1,25,26,2,1,15,NA,NA,NA,NA,26,28,57,54,58,NA,NA,2,3,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"01",248,NA,"13.75",NA,"IFN2",25,50,26,"19901202",1990,8
"14864","27_324","26",6320.25,127.323954473516,26,NA,NA,6320.25,NA,NA,127.323954473516,NA,NA,1012.22543806445,1018.59163578813,0.632025,127.323954473516,0,127.323954473516,0,0,0,0,0,0,0,7.95,8,7.95,8,2440,27,324,NA,892712,NA,NA,NA,NA,NA,"S",901303,NA,9,1,"0009L07","636","4826",87,19,"6","6","0","0","01",1,3,4,9,1,"65",10,61,7,5,4,1,61,26,3,3,4,2,NA,61,NA,2,NA,2,61,1,2,5,26,3,1,NA,61,3,6,NA,61,26,41,NA,NA,NA,NA,2,8,"G","19",NA,NA,NA,"1",1,2,NA,9,NA,0,1,NA,"P410","G112",391,NA,"5.00",NA,"IFN2",5,19,26,"19892712",1989,9
"14871","27_346","26",196826.506944444,870.047022235694,26,61,NA,196826.506944444,79960.9358333333,NA,870.047022235694,107.659477060384,NA,16924.3385889074,14444.4782218388,27.6787442777778,977.706499296079,0,381.971863420549,254.647908947033,95.4929658551372,113.176848420903,99.0297423682904,0,28.2942121052258,5.09295817894065,17.3102445376935,14.7738388076979,18.9855857141941,27.5163043478261,2461,27,346,NA,892712,NA,NA,NA,NA,NA,"5",900703,NA,9,1,"0009L06","632","4824",87,19,"6","6","0","0","00",0,3,4,9,1,"90",60,26,8,5,4,4,61,61,2,4,4,4,NA,41,NA,1,NA,3,26,3,1,NA,61,3,1,NA,41,3,6,NA,26,61,41,73,72,54,94,2,6,"G","17",NA,NA,NA,"1",1,3,NA,0,NA,0,4,NA,NA,"01",65,NA,"4.50",NA,"IFN2",1,19,26,"19892712",1989,9
"14873","27_350","26",224477.902777778,588.661082849224,26,NA,NA,224477.902777778,NA,NA,588.661082849224,NA,NA,11897.7161902475,7258.95085112595,22.4477902777778,588.661082849224,0,127.323954473516,159.154943091895,127.323954473516,56.5884242104517,28.2942121052258,70.7355302630646,14.1471060526129,5.09295817894065,20.2114876231675,12.331290555155,22.0348041590636,18.0679347826087,2463,27,350,NA,892712,NA,NA,NA,NA,NA,"5",900703,NA,9,1,"0009L04","628","4823",87,2,"6","6","0","0","00",0,1,1,9,1,"60",60,26,8,0,4,4,61,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,26,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,61,41,NA,NA,NA,NA,2,7,"G","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"P202",163,NA,"0.50",NA,"IFN2",1,2,26,"19892712",1989,9
"14875","27_351","26",271733.066666667,965.115574909253,26,61,28,271733.066666667,9196.81,6972.25,965.115574909253,5.09295817894065,127.323954473516,18530.9546877724,14097.5204458985,28.7902126666667,1097.53248756171,0,254.647908947033,350.14087480217,350.14087480217,56.5884242104517,70.7355302630646,0,0,15.278874536822,16.8841969579789,12.8447409126063,18.2754804694225,16.3305084745763,2464,27,351,NA,892712,NA,NA,NA,NA,NA,"5",900703,NA,9,1,"0009L05","629","4823",87,2,"6","6","0","0","00",0,1,2,9,1,"60",60,26,8,8,4,4,61,61,2,2,4,4,NA,NA,NA,NA,NA,NA,26,3,1,NA,61,3,6,NA,NA,NA,NA,NA,26,61,28,73,72,41,57,2,4,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"01",394,NA,"1.25",NA,"IFN2",6,2,26,"19892712",1989,9
"14880","27_366","26",7056,127.323954473516,26,NA,NA,7056,NA,NA,127.323954473516,NA,NA,1069.52121757754,572.957795130823,0.7056,127.323954473516,0,127.323954473516,0,0,0,0,0,0,0,8.4,4.5,8.4,4.5,2476,27,366,NA,892812,NA,NA,NA,NA,NA,"5",900703,NA,9,1,"0009M09","642","4822",87,5,"6","6","0","0","01",1,3,4,9,1,"80",50,26,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,26,41,73,NA,NA,NA,NA,2,3,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"01",190,NA,"5.25",NA,"IFN2",6,5,26,"19892812",1989,9
"14897","27_400","26",119023.381944444,983.223870656598,26,NA,NA,119023.381944444,NA,NA,983.223870656598,NA,NA,11736.9696977246,7421.92551285205,11.9023381944444,983.223870656598,0,636.619772367581,286.478897565412,31.8309886183791,28.2942121052258,0,0,0,0,11.9372302158273,7.54856115107914,12.4149505919854,10.5857142857143,2508,27,400,NA,892812,NA,NA,NA,NA,NA,"5",900803,NA,9,1,"0009M07","638","4820",87,5,"6","6","0","0","03",3,4,3,9,1,"80",60,26,7,0,4,3,61,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,26,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,2,10,"G","15",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,"M202","G814",371,NA,"4.00",NA,"IFN2",1,5,26,"19892812",1989,9
"14899","27_413","26",217060.635555556,251.394074554932,26,NA,NA,217060.635555556,NA,NA,251.394074554932,NA,NA,8026.51623711652,4252.26640176413,21.7060635555556,251.394074554932,0,0,31.8309886183791,0,42.4413181578388,56.5884242104517,70.7355302630646,14.1471060526129,35.6507072525846,31.9280247608329,16.9147439504783,33.1564538712236,19.1090425531915,2518,27,413,NA,892912,NA,NA,NA,NA,NA,"5",900803,NA,9,1,"0009M04","628","4819",87,2,"6","6","0","0","01",1,1,4,9,1,"80",50,26,7,9,4,4,61,61,3,1,4,4,NA,NA,NA,NA,NA,NA,26,3,1,NA,61,3,6,NA,NA,NA,NA,NA,26,61,41,72,NA,NA,NA,2,8,"G","20",NA,NA,NA,"1",1,3,NA,0,NA,0,1,"P802","P102","P202",73,NA,"6.25",NA,"IFN2",1,2,26,"19892912",1989,9
"14903","27_423","26",88231.125,212.206590789194,26,NA,NA,88231.125,NA,NA,212.206590789194,NA,NA,4702.85172953985,2567.69974854924,8.8231125,212.206590789194,0,0,95.4929658551372,31.8309886183791,42.4413181578388,28.2942121052258,14.1471060526129,0,0,22.1616666666667,12.1,23.008406072564,13.8181818181818,2528,27,423,NA,892912,NA,NA,NA,NA,NA,"5",900803,NA,9,1,"0009M07","638","4819",87,27,"6","6","0","0","01",1,4,5,9,1,"80",40,26,7,0,4,4,61,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,26,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,2,12,"G","20",NA,NA,NA,"1",1,1,NA,3,NA,0,1,NA,NA,"G814",29,NA,"7.25",NA,"IFN2",1,27,26,"19892912",1989,9
"14905","27_424","26",165884.465277778,657.840431446501,26,72,61,165884.465277778,100482.756944444,64433.9211111111,657.840431446501,1319.21763940615,75.8284884420053,26739.261237665,25842.8015684291,33.7525143333333,2067.03366534727,0,1400.56349920868,254.647908947033,222.816920328653,127.323954473516,14.1471060526129,28.2942121052258,14.1471060526129,5.09295817894065,12.9360550270344,12.5023612346862,14.418973694724,21.0217391304348,2529,27,424,NA,892912,NA,NA,NA,NA,NA,"5",900803,NA,9,1,"0009M07","639","4819",87,5,"6","6","0","0","0",0,4,5,9,1,"80",90,72,7,5,4,3,61,26,3,4,4,4,NA,61,NA,1,NA,4,72,3,6,NA,26,3,1,NA,61,3,6,NA,72,26,61,41,NA,NA,NA,2,9,"G","20",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"P102",273,NA,"10.00",NA,"IFN2",1,5,26,"19892912",1989,9
"14919","27_435","26",198957.368055556,601.252007236049,26,NA,NA,198957.368055556,NA,NA,601.252007236049,NA,NA,12156.4313921846,7349.42159433241,19.8957368055556,601.252007236049,0,0,159.154943091895,286.478897565412,113.176848420903,42.4413181578388,0,0,0,20.2185294117647,12.2235294117647,20.5261171509401,13.4375,2538,27,435,NA,892912,NA,NA,NA,NA,NA,"5",900803,NA,9,1,"0009M05","631","4818",87,2,"6","6","0","0","03",3,3,4,9,1,"80",40,26,7,6,4,4,61,61,3,3,4,1,NA,61,NA,1,NA,3,26,3,1,NA,61,2,6,2,61,3,1,NA,26,61,41,NA,NA,NA,NA,2,4,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,4,NA,"G112","G812",93,NA,"4.50",NA,"IFN2",6,2,26,"19892912",1989,9
"14920","27_446","26",164032.534722222,530.516476972984,26,NA,NA,164032.534722222,NA,NA,530.516476972984,NA,NA,10024.8161877072,5084.11623765777,16.4032534722222,530.516476972984,0,127.323954473516,31.8309886183791,286.478897565412,28.2942121052258,56.5884242104517,0,0,0,18.8963333333333,9.58333333333333,19.8413226205647,12.0606060606061,2549,27,446,NA,892912,NA,NA,NA,NA,NA,"5",900903,NA,10,2,"0010Y01","647","4822",87,5,"6","6","0","0","02",2,3,5,9,1,"50",10,26,9,8,4,4,61,61,1,1,4,3,NA,28,NA,1,NA,3,26,3,1,NA,61,3,6,NA,28,3,1,NA,26,61,57,28,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,9,NA,NA,"G412",202,NA,"7.50",NA,"IFN2",1,5,26,"19892912",1989,9
"14921","27_447","26",106768.691111111,105.25446903144,26,61,NA,106768.691111111,17558.9,NA,105.25446903144,10.1859163578813,NA,4180.58301539554,1716.8927905451,12.4327591111111,115.440385389321,0,0,0,0,14.1471060526129,28.2942121052258,28.2942121052258,14.1471060526129,30.5577490736439,36.2142156862745,14.8725490196078,37.030530594071,15.2737430167598,2550,27,447,NA,892912,NA,NA,NA,NA,NA,"5",900903,NA,10,2,"0010Y02","648","4822",87,5,"6","6","0","0","01",1,3,4,9,1,"50",50,26,9,6,4,4,61,61,1,4,4,4,NA,NA,NA,NA,NA,NA,26,3,1,NA,61,3,6,NA,NA,NA,NA,NA,26,61,NA,NA,NA,NA,NA,2,3,"W","16",NA,NA,NA,"1",1,2,NA,0,NA,0,9,NA,NA,"G412",28,NA,"4.25",NA,"IFN2",1,5,26,"19892912",1989,9
"14935","27_465","26",9604,5.09295817894065,26,NA,NA,9604,NA,NA,5.09295817894065,NA,NA,249.554950768092,106.952121757754,0.9604,5.09295817894065,0,0,0,0,0,0,0,0,5.09295817894065,49,21,49,21,2566,27,465,NA,893012,NA,NA,NA,NA,NA,"5",900903,NA,10,2,"0010M04","655","4820",87,51,"6","6","0","0","01",1,4,2,9,1,"50",50,61,8,5,4,1,61,26,1,4,4,4,NA,41,NA,1,NA,1,61,1,2,1,26,3,1,NA,41,1,6,5,61,26,41,NA,NA,NA,NA,3,1,"W","20",NA,NA,NA,"1",1,2,NA,9,NA,1,9,NA,NA,"01",186,NA,"2.00",NA,"IFN2",1,51,26,"19893012",1989,9
"14943","27_516","26",31157.1388888889,56.5884242104517,26,NA,NA,31157.1388888889,NA,NA,56.5884242104517,NA,NA,1488.98291203751,629.546219341275,3.11571388888889,56.5884242104517,0,0,0,0,28.2942121052258,28.2942121052258,0,0,0,26.3125,11.125,26.47707735004,11.125,117,27,516,NA,893012,NA,NA,NA,NA,NA,"S",900703,NA,23,1,"0023K04","598","4808",87,21,"6","6","0","0","04",4,1,2,6,1,"10",10,99,0,6,4,1,NA,26,NA,2,NA,2,NA,73,NA,1,NA,1,99,2,6,5,26,3,1,NA,73,2,6,2,26,99,41,73,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"G912",80,NA,"1.50",NA,"IFN2",5,21,26,"19893012",1989,9
"14946","27_555","26",93735.7569444444,427.949958091541,26,NA,NA,93735.7569444444,NA,NA,427.949958091541,NA,NA,7055.69230491504,3421.83127647575,9.37357569444444,427.949958091541,0,0,350.14087480217,63.6619772367581,14.1471060526129,0,0,0,0,16.4871900826446,7.99586776859504,16.6997977173873,8.41935483870968,142,27,555,NA,900901,NA,NA,NA,NA,NA,"S",900703,NA,23,2,"0023L07","606","4804",87,65,"6","7","0","0","05",5,1,2,9,1,"60",30,26,4,9,3,3,21,26,3,1,3,1,28,NA,"3",NA,3,NA,26,2,1,20,26,2,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,2,6,"G","20",NA,NA,NA,"1",1,1,NA,0,1,3,4,NA,"M414","G112",118,NA,"1.00",NA,"IFN2",20,65,26,"19900901",1990,8
"14987","27_673","26",431379.07,994.965968680267,26,NA,NA,431379.07,NA,NA,994.965968680267,NA,NA,22002.1452172657,14488.1220440112,43.137907,994.965968680267,0,127.323954473516,190.985931710274,222.816920328653,240.50080289442,127.323954473516,42.4413181578388,28.2942121052258,15.278874536822,22.1134650931324,14.5614247120717,23.4952722054935,18.3587570621469,228,27,673,NA,901001,NA,NA,NA,NA,NA,"S",900903,NA,24,1,"0024K08","640","4813",87,27,"6","6","0","0","02",2,3,5,9,1,"70",80,26,6,0,4,4,61,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,26,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,72,73,41,NA,NA,NA,2,9,"G","20",NA,NA,NA,"1",1,2,NA,0,NA,0,1,NA,"P104","M414",82,NA,"7.25",NA,"IFN2",2,27,26,"19901001",1990,8
"14996","27_682","26",164238.409722222,544.663583025597,26,NA,NA,164238.409722222,NA,NA,544.663583025597,NA,NA,10479.99932495,3927.59031785666,16.4238409722222,544.663583025597,0,0,190.985931710274,254.647908947033,84.8826363156775,14.1471060526129,0,0,0,19.2412337662338,7.21103896103896,19.5942324372555,8.72972972972973,237,27,682,NA,901101,NA,NA,NA,NA,NA,"S",900903,NA,24,1,"0024K04","628","4812",87,30,"3","3","0","0","06",6,4,4,9,1,"55",50,26,0,9,3,4,NA,21,NA,1,NA,3,NA,NA,NA,NA,NA,NA,26,1,2,28,21,1,2,30,NA,NA,NA,NA,26,21,41,43,65,NA,NA,2,4,"W","13",NA,NA,NA,"1",1,2,NA,0,NA,0,0,"P906","G414","G402",314,NA,"4.50",NA,"IFN2",28,30,26,"19901101",1990,8
"15006","27_704","26",69568.7916666667,162.691719605049,26,61,28,69568.7916666667,54180.34,33289.735,162.691719605049,546.219764691385,114.733030086691,12467.6111369179,11497.4238244888,18.1084623611111,869.622609054116,0,509.295817894065,190.985931710274,31.8309886183791,70.7355302630646,42.4413181578388,0,14.1471060526129,10.1859163578813,14.3368065723117,13.2211647958354,16.2828505033385,17.1735751295337,2581,27,704,NA,901101,NA,NA,NA,NA,NA,"5",901303,NA,24,1,"0024K09","642","4811",87,27,"6","6","0","0","03",3,4,5,9,1,"75",70,26,6,4,4,4,61,61,4,4,4,3,NA,28,NA,2,NA,4,26,3,1,NA,61,2,6,6,28,3,1,NA,26,61,28,73,99,72,41,2,13,"G","20",NA,NA,NA,"1",1,2,NA,0,NA,0,0,NA,NA,"P414",157,NA,"11.00",NA,"IFN2",7,27,26,"19901101",1990,8
"15026","27_731","26",51881.7152777778,314.773109670637,26,61,28,51881.7152777778,18861.375,4865.0625,314.773109670637,222.816920328653,31.8309886183791,6893.17742413564,5335.22737009165,7.56081527777778,569.42101861767,0,254.647908947033,254.647908947033,31.8309886183791,28.2942121052258,0,0,0,0,12.1055900621118,9.3695652173913,13.002373170869,10.4428571428571,2604,27,731,NA,901301,NA,NA,NA,NA,NA,"5",901003,NA,24,1,"0024K08","639","4809",87,27,"6","6","0","0","03",3,4,5,9,1,"70",60,61,4,6,4,3,61,26,3,3,4,4,NA,NA,NA,NA,NA,NA,61,1,2,7,26,3,1,NA,NA,NA,NA,NA,61,26,72,41,73,28,NA,2,5,"G","20",NA,NA,NA,"1",1,3,NA,0,NA,1,4,NA,NA,"M414",340,NA,"9.50",NA,"IFN2",7,27,26,"19901301",1990,8
